,Aberdeen City,Aberdeenshire,Angus,Argyll & Bute,Clackmannanshire,Dumfries & Galloway,Dundee City,East Ayrshire,East Dunbartonshire,East Lothian,East Renfrewshire,"Edinburgh, City of",Eilean Siar,Falkirk,Fife,Glasgow City,Highland,Inverclyde,Midlothian,Moray,North Ayrshire,North Lanarkshire,Orkney Islands,Perth & Kinross,Renfrewshire,Scottish Borders,Shetland Islands,South Ayrshire,South Lanarkshire,Stirling,West Dunbartonshire,West Lothian,Total
11/03/2016,0,0,1,0,0,1,0,0,0,0,0,6,0,1,0,4,1,0,1,0,1,2,0,0,0,0,0,0,1,1,0,4,24
12/03/2016,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,5,2,1,0,0,0,1,0,0,2,0,0,0,2,0,0,0,17
13/03/2016,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,2,0,1,1,0,0,1,1,0,1,0,1,1,0,15
14/03/2016,1,1,0,0,0,2,0,2,1,0,0,3,0,1,1,6,1,1,0,0,0,5,0,0,1,2,1,1,1,2,1,0,34
15/03/2016,0,0,1,0,0,0,0,0,1,0,0,2,1,1,4,7,2,0,2,0,1,0,0,0,0,0,1,1,1,0,0,2,27
16/03/2016,0,0,0,0,1,0,0,0,1,1,0,3,0,0,0,5,1,0,0,0,0,1,0,0,2,1,0,0,2,1,0,0,19
17/03/2016,1,0,0,0,1,1,0,0,0,0,0,3,0,3,1,3,0,2,0,1,0,1,0,1,1,0,0,1,0,0,1,0,21
18/03/2016,0,0,0,0,0,0,0,3,2,1,0,2,0,1,0,5,2,0,0,0,1,3,0,1,0,0,0,2,1,0,0,0,24
19/03/2016,0,0,1,1,1,1,1,0,0,0,0,2,0,2,1,8,1,0,0,0,0,2,0,2,0,0,0,1,2,0,1,0,27
20/03/2016,0,0,0,1,0,0,0,1,0,1,0,2,0,0,2,4,0,0,0,1,0,1,0,0,1,0,0,0,2,2,0,0,18
21/03/2016,0,3,0,0,0,1,0,0,0,0,0,2,0,1,1,1,0,1,0,0,2,0,0,0,1,0,0,1,5,0,0,0,19
22/03/2016,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,5,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,17
23/03/2016,1,1,1,0,0,1,0,0,0,0,2,4,0,2,2,3,0,0,0,1,0,0,0,0,3,0,0,0,1,1,1,0,24
24/03/2016,1,0,0,0,0,0,0,0,0,0,1,5,0,0,1,7,1,0,0,0,0,5,0,0,2,0,0,0,2,0,0,2,27
25/03/2016,0,0,0,0,0,0,0,1,2,0,0,3,0,1,1,1,2,0,0,0,0,1,0,0,0,2,0,0,0,1,0,3,18
26/03/2016,0,0,0,0,0,0,0,2,0,0,0,5,0,0,2,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,18
27/03/2016,1,2,0,1,0,7,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,21
28/03/2016,0,1,1,0,0,2,0,0,0,1,0,1,0,1,1,3,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1,16
29/03/2016,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,1,2,1,1,2,20
30/03/2016,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,4,2,2,1,0,0,2,0,1,1,0,0,1,3,0,0,1,24
31/03/2016,0,1,0,0,1,0,0,1,0,0,0,3,0,0,1,2,1,0,1,1,3,1,0,2,1,2,1,1,0,0,0,3,26
01/04/2016,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,0,0,0,2,1,0,1,3,0,1,0,16
02/04/2016,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,3,2,0,0,0,1,2,0,1,1,0,0,0,1,0,0,0,17
03/04/2016,0,2,0,0,0,0,0,0,0,1,0,3,0,0,3,3,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,17
04/04/2016,2,0,1,0,0,3,0,1,1,0,0,4,0,0,2,1,0,0,1,0,2,4,0,1,2,0,0,1,1,0,0,0,27
05/04/2016,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,1,2,0,1,1,1,0,1,0,0,1,1,17
06/04/2016,0,2,0,2,0,1,0,1,1,0,0,5,0,0,0,3,0,0,1,0,0,2,0,0,1,1,0,0,1,0,0,1,22
07/04/2016,0,0,1,0,0,1,0,0,0,1,0,4,0,0,1,8,0,0,1,1,2,3,0,1,1,1,0,1,0,0,0,4,31
08/04/2016,0,1,0,0,1,2,0,1,0,0,0,3,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,14
09/04/2016,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10
10/04/2016,0,1,0,0,0,2,1,0,0,0,1,1,0,0,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,13
11/04/2016,0,1,0,0,0,0,0,0,1,1,0,2,0,0,1,5,0,1,0,1,0,0,0,1,2,0,0,0,1,0,0,1,18
12/04/2016,2,2,0,1,0,0,1,2,1,0,1,4,0,1,1,4,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,25
13/04/2016,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,1,14
14/04/2016,1,1,0,0,0,1,0,0,0,0,1,2,0,2,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,16
15/04/2016,1,0,0,0,1,1,0,0,0,0,0,4,0,2,0,3,1,0,0,0,1,3,0,0,0,1,0,1,1,1,0,1,22
16/04/2016,1,1,0,2,0,1,0,0,0,0,0,3,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,16
17/04/2016,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,14
18/04/2016,0,1,1,0,0,1,0,1,0,0,0,4,0,1,1,2,1,0,0,1,0,3,0,0,1,1,0,0,2,0,0,2,23
19/04/2016,0,1,0,0,0,1,2,1,0,0,0,2,0,0,5,9,0,2,0,1,0,0,0,1,0,0,0,1,4,1,0,1,32
20/04/2016,1,1,0,0,0,0,2,0,2,0,0,9,0,0,3,6,2,0,1,1,1,1,0,0,1,2,0,0,1,1,1,0,36
21/04/2016,0,3,0,0,0,2,0,0,0,0,1,3,0,1,1,6,0,0,0,0,1,0,0,0,0,0,1,1,6,1,0,1,28
22/04/2016,1,1,1,0,0,1,0,1,0,0,0,3,0,1,4,2,2,0,0,1,1,1,0,0,3,1,0,0,0,1,1,0,26
23/04/2016,1,0,0,0,1,0,0,1,1,0,0,2,0,1,0,2,3,0,0,0,0,0,1,1,3,1,0,0,0,0,1,1,20
24/04/2016,0,1,0,0,0,1,0,1,0,0,0,3,0,0,5,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,16
25/04/2016,0,1,0,1,0,0,0,2,0,0,0,2,0,1,5,4,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,23
26/04/2016,1,0,0,1,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,1,1,3,0,0,0,2,0,0,2,0,1,2,20
27/04/2016,0,1,0,2,0,3,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,3,0,1,0,0,0,2,3,0,0,0,21
28/04/2016,0,1,0,2,1,1,0,0,1,0,0,0,0,0,2,6,0,1,0,2,0,0,0,1,1,2,0,0,0,0,0,0,21
29/04/2016,0,3,0,0,0,0,0,0,0,0,1,3,0,0,2,2,0,0,2,0,1,3,0,1,4,2,0,2,2,1,0,1,30
30/04/2016,1,3,0,0,0,0,1,0,0,3,1,2,0,0,0,3,3,2,0,0,0,6,0,0,1,1,0,1,0,1,1,3,33
01/05/2016,2,0,0,0,1,0,0,5,0,1,0,3,0,0,1,3,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,22
02/05/2016,0,2,0,1,0,0,0,0,0,1,0,1,1,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,15
03/05/2016,0,0,0,0,1,1,1,0,0,0,1,8,0,1,2,4,1,0,0,0,2,2,0,2,3,0,0,1,1,0,0,3,34
04/05/2016,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,6,2,0,1,0,0,2,0,0,1,0,0,0,1,0,1,0,20
05/05/2016,1,1,0,0,0,1,1,0,0,0,0,2,0,2,2,7,0,0,0,0,0,1,0,2,1,0,1,1,1,1,1,0,26
06/05/2016,2,3,0,1,0,0,0,1,0,1,0,6,0,0,1,1,3,0,3,0,2,0,0,0,0,0,0,2,0,0,1,0,27
07/05/2016,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3,1,0,0,0,0,4,0,1,2,0,0,1,0,0,0,1,16
08/05/2016,0,2,0,0,0,0,0,1,0,2,0,2,0,0,0,2,0,1,1,0,2,1,0,0,0,1,0,0,2,2,0,1,20
09/05/2016,0,0,0,1,0,0,0,2,2,0,1,6,0,0,2,4,1,0,0,0,1,4,0,0,1,0,0,1,1,1,1,4,33
10/05/2016,1,0,1,2,0,0,0,0,0,0,0,4,0,2,1,9,0,0,2,0,0,2,0,0,2,0,0,1,1,0,1,0,29
11/05/2016,0,0,1,2,0,3,0,1,0,2,0,7,0,2,0,2,0,1,1,0,1,0,0,1,1,0,0,1,2,0,1,1,30
12/05/2016,0,1,0,0,1,0,1,0,0,0,0,3,0,0,1,3,2,0,0,0,0,1,0,0,1,1,0,1,3,0,1,0,20
13/05/2016,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,8,3,0,0,1,1,0,1,1,0,1,0,0,2,0,0,0,24
14/05/2016,0,3,0,3,0,0,0,0,1,1,0,3,0,0,0,5,0,0,0,0,0,1,0,1,1,0,0,1,2,1,0,3,26
15/05/2016,1,0,1,1,0,1,0,1,0,0,0,0,0,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,17
16/05/2016,0,1,1,0,0,1,0,0,0,0,0,2,0,1,3,4,0,0,1,0,0,1,0,0,2,0,0,0,3,0,0,0,20
17/05/2016,0,0,0,0,2,0,0,0,0,0,0,4,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,14
18/05/2016,1,1,0,0,0,0,0,0,0,0,0,5,0,1,1,8,0,0,0,1,1,1,0,0,0,1,0,0,1,2,0,1,25
19/05/2016,0,0,1,1,0,1,0,1,0,1,1,4,0,0,3,4,1,0,0,0,0,1,1,0,0,0,0,0,3,0,1,4,28
20/05/2016,1,0,0,3,0,0,0,2,0,1,1,6,0,3,0,5,1,1,0,0,3,1,0,1,1,1,0,1,0,0,1,2,35
21/05/2016,1,2,1,1,0,2,0,1,1,0,0,1,0,0,1,2,1,0,0,0,1,1,0,0,2,1,1,0,5,1,0,0,26
22/05/2016,0,2,0,0,1,1,0,0,1,0,0,1,0,1,1,2,1,0,1,0,1,2,0,1,0,3,0,0,3,0,0,0,22
23/05/2016,0,1,1,0,0,0,0,1,0,1,1,0,0,0,2,6,0,1,0,0,1,2,0,1,1,0,0,0,2,0,0,1,22
24/05/2016,0,0,0,1,0,1,0,0,0,0,0,3,0,0,1,5,0,0,0,0,2,0,0,1,1,1,0,0,1,0,0,0,17
25/05/2016,0,0,0,1,0,0,0,2,0,0,0,4,0,0,1,5,2,1,0,0,1,3,0,0,1,0,0,1,0,0,0,0,22
26/05/2016,0,2,0,0,0,0,0,1,1,0,0,6,0,0,1,2,1,0,2,0,0,1,0,0,0,0,0,0,1,0,1,1,20
27/05/2016,0,1,0,0,0,2,0,0,0,0,1,5,0,1,1,4,1,0,1,0,0,0,0,2,1,1,1,0,2,0,0,3,27
28/05/2016,0,1,0,1,0,1,0,0,1,0,0,1,0,1,2,2,2,1,1,1,0,1,1,1,0,0,0,1,2,1,0,0,22
29/05/2016,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,3,1,0,2,3,0,2,1,0,1,1,0,0,0,1,0,0,19
30/05/2016,2,2,0,0,0,1,0,0,0,1,0,7,0,0,0,2,2,0,0,0,1,0,0,2,0,0,0,2,0,1,0,1,24
31/05/2016,2,1,2,0,0,2,1,0,0,0,1,2,0,2,2,3,0,1,2,0,1,0,0,0,2,0,0,0,4,1,0,2,31
01/06/2016,2,0,2,1,0,0,0,2,0,1,0,3,0,0,4,5,1,0,1,0,0,4,0,0,0,0,0,1,3,2,1,0,33
02/06/2016,1,2,0,2,0,1,0,2,0,0,0,3,0,1,4,3,0,0,1,1,1,0,1,0,2,0,0,0,2,1,0,0,28
03/06/2016,0,1,1,1,0,0,1,2,0,1,0,1,0,0,2,7,0,0,1,0,2,2,0,0,1,0,0,1,2,1,1,1,29
04/06/2016,0,0,0,0,0,0,0,0,1,0,1,3,0,0,2,6,1,0,1,0,0,1,0,0,0,2,0,1,1,1,2,1,24
05/06/2016,0,1,0,0,1,1,1,1,1,0,1,0,0,0,2,4,2,0,1,0,1,4,0,2,1,0,0,0,1,0,0,1,26
06/06/2016,0,0,0,2,0,1,4,1,0,1,0,8,0,1,1,4,1,0,3,0,0,0,1,1,0,0,0,1,1,0,0,3,34
07/06/2016,2,1,0,1,1,0,0,0,0,0,0,5,0,1,2,3,0,1,0,0,0,2,0,1,0,0,0,2,1,0,0,0,23
08/06/2016,0,0,0,1,0,1,2,0,0,0,0,1,0,0,1,4,2,0,0,0,1,3,0,0,0,0,0,1,0,0,0,1,18
09/06/2016,0,0,0,0,0,0,0,0,0,2,1,3,0,1,0,1,1,0,0,0,1,2,0,0,1,1,0,0,0,0,1,1,16
10/06/2016,0,0,1,0,0,1,0,0,1,0,0,2,0,2,0,6,1,0,2,0,1,3,0,0,1,0,0,0,3,1,0,2,27
11/06/2016,0,3,0,0,0,0,0,2,0,0,0,2,1,0,2,2,3,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,19
12/06/2016,0,1,1,0,0,2,1,0,0,0,0,7,0,1,0,2,2,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,23
13/06/2016,2,2,0,1,0,1,1,5,0,0,1,1,0,0,1,0,1,0,0,0,0,2,0,2,1,2,0,0,1,0,0,0,24
14/06/2016,0,5,0,1,0,0,0,0,0,0,0,6,0,2,2,4,0,0,0,0,0,1,0,0,1,1,0,1,3,2,0,0,29
15/06/2016,0,2,0,1,0,1,3,0,0,0,0,4,1,1,1,1,3,0,1,0,0,0,0,0,2,1,0,0,0,0,0,2,24
16/06/2016,0,3,1,0,2,0,1,2,1,1,1,1,0,2,1,2,2,0,0,0,2,3,0,0,0,3,1,0,4,1,1,2,37
17/06/2016,1,2,1,0,0,0,0,1,0,0,0,4,0,2,0,7,1,0,0,0,0,4,0,0,2,4,0,0,1,0,2,1,33
18/06/2016,1,1,0,1,0,0,0,0,0,2,0,2,1,1,3,4,0,0,1,0,0,0,1,1,0,0,0,1,2,0,0,1,23
19/06/2016,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,2,2,0,1,0,1,3,0,0,1,0,0,0,0,1,0,0,16
20/06/2016,0,2,0,0,0,1,1,2,1,0,1,7,0,0,2,6,0,1,2,0,0,2,0,1,0,1,0,1,5,0,0,1,37
21/06/2016,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,3,0,1,0,1,2,0,0,0,0,0,1,1,0,0,0,14
22/06/2016,0,1,0,0,0,0,0,2,0,0,0,2,0,0,1,1,4,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,16
23/06/2016,0,1,0,2,0,1,0,0,1,1,0,2,1,0,1,2,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,17
24/06/2016,0,2,0,1,0,0,1,0,0,1,0,4,0,0,0,1,1,0,1,0,2,1,0,2,0,1,0,2,0,0,0,1,21
25/06/2016,1,1,1,0,0,0,0,0,0,0,0,3,0,1,0,6,2,1,2,3,1,1,1,0,0,2,0,1,1,0,0,0,28
26/06/2016,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,4,2,1,2,0,0,1,0,1,0,0,0,0,3,0,0,0,20
27/06/2016,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,2,3,1,0,2,0,0,0,0,2,2,0,0,1,1,0,1,20
28/06/2016,2,1,0,0,0,1,0,0,0,0,0,2,0,0,2,2,0,0,1,0,0,1,1,0,0,1,0,0,3,0,1,1,19
29/06/2016,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,4,2,0,0,0,1,3,0,1,2,2,0,1,1,0,0,1,25
30/06/2016,0,0,2,0,0,0,0,0,1,0,1,5,0,3,4,6,0,0,1,0,0,1,0,0,2,1,0,0,0,2,0,1,30
01/07/2016,0,2,0,2,0,0,0,1,1,0,0,5,0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,20
02/07/2016,1,1,0,0,0,0,0,2,0,1,0,5,0,0,1,4,1,0,0,0,1,2,0,0,0,0,0,2,2,1,0,2,26
03/07/2016,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,5,1,0,0,17
04/07/2016,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,14
05/07/2016,1,2,0,0,0,1,2,0,0,2,0,1,0,0,2,2,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,18
06/07/2016,1,1,0,1,0,2,1,0,0,0,0,3,1,0,2,3,1,0,0,1,2,1,0,0,0,1,0,3,0,0,0,0,24
07/07/2016,1,1,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,0,0,0,2,1,0,1,0,0,0,0,2,0,2,0,23
08/07/2016,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,1,2,0,1,0,0,3,0,0,2,1,0,0,3,0,0,0,19
09/07/2016,2,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,2,0,0,0,2,2,0,1,1,0,0,1,1,0,0,0,17
10/07/2016,1,1,0,0,0,1,2,0,0,2,0,2,0,0,1,3,2,1,0,3,0,1,0,2,1,0,0,1,3,1,1,1,30
11/07/2016,0,0,1,0,0,1,1,0,0,2,0,4,1,1,2,2,0,0,0,0,0,0,0,1,1,1,0,2,4,1,0,0,25
12/07/2016,0,3,1,0,0,0,0,2,0,0,0,0,0,1,1,7,1,0,1,0,0,1,0,0,0,0,0,0,2,2,0,2,24
13/07/2016,2,0,0,0,0,0,0,0,0,0,0,4,0,0,1,5,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,19
14/07/2016,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,5,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,15
15/07/2016,0,0,0,1,0,0,1,0,0,0,0,3,0,1,0,6,1,0,1,0,0,2,0,1,2,1,0,1,1,0,0,1,23
16/07/2016,0,1,0,1,0,1,0,0,0,0,0,2,0,0,2,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,14
17/07/2016,0,1,1,1,0,3,0,1,0,0,0,0,0,1,0,3,2,0,0,1,2,0,0,2,1,2,0,0,1,0,0,2,24
18/07/2016,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,1,1,0,0,0,2,0,0,1,1,0,1,15
19/07/2016,0,2,0,2,0,0,0,1,0,0,1,3,0,0,0,6,1,1,0,0,0,2,0,0,1,1,0,0,2,0,0,1,24
20/07/2016,1,1,0,0,0,0,0,0,0,1,0,3,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,13
21/07/2016,2,1,0,1,0,4,0,1,0,0,1,5,0,1,2,4,1,0,0,1,1,0,0,0,3,3,0,0,1,0,0,4,36
22/07/2016,0,0,0,0,0,8,0,1,0,1,0,6,0,3,1,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,26
23/07/2016,0,1,0,0,0,2,1,0,0,0,0,5,0,0,0,4,1,0,0,0,0,0,1,1,2,2,0,0,1,1,0,1,23
24/07/2016,0,1,1,1,1,1,0,0,1,0,0,2,0,0,1,3,0,0,0,1,2,0,0,2,1,0,0,1,1,1,0,3,24
25/07/2016,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,2,2,0,0,0,0,2,0,0,2,0,0,0,1,2,0,2,19
26/07/2016,0,0,1,2,1,2,1,0,1,0,0,3,0,1,0,2,3,0,1,0,0,0,0,4,0,1,0,1,2,0,0,1,27
27/07/2016,1,0,0,0,1,0,0,0,1,0,0,5,0,1,3,2,1,0,0,0,0,0,0,0,1,1,0,0,4,2,0,0,23
28/07/2016,1,3,1,2,0,1,1,0,0,1,0,3,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,19
29/07/2016,0,2,0,0,1,1,1,0,1,1,0,5,0,0,0,0,2,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,19
30/07/2016,1,0,0,0,1,1,1,0,0,0,0,4,0,0,2,3,6,0,1,0,1,2,0,1,2,0,0,0,0,1,0,1,28
31/07/2016,0,3,1,0,1,3,0,0,1,0,0,3,0,2,2,3,1,0,0,0,0,2,0,0,0,0,0,0,2,1,0,2,27
01/08/2016,0,0,0,0,0,0,1,1,0,0,0,8,0,0,1,2,0,0,0,0,0,0,0,2,0,1,1,1,0,3,2,0,23
02/08/2016,2,1,0,1,0,1,1,0,0,1,0,0,0,0,2,3,1,1,0,0,0,1,0,0,1,0,0,1,3,0,0,0,20
03/08/2016,0,0,0,0,0,2,0,1,0,1,1,2,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,15
04/08/2016,0,1,0,0,0,0,0,2,0,1,0,3,0,0,1,4,0,0,1,0,0,2,0,2,0,0,0,1,2,2,0,1,23
05/08/2016,2,2,0,3,0,1,1,0,0,0,0,3,0,0,0,4,2,1,2,0,0,1,0,0,0,2,0,0,1,1,1,0,27
